298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,251121,832880,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,260895,832880,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,234990,832880,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18811,832880,0
292704,292839,292901,292960,292770,292662,292908,292844,292984,292817,292782,292637,292734,293121,292881,292805,292804,293015,292674,292694,293031,292886,292998,293118,292996,292830,292717,292985,292926,293078,293072,292872,293020,293032,292906,292758,292943,293024,293049,292778,292659,293092,292657,292678,292813,292773,292811,293069,292971,292636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,504,762510,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,288773,832880,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29136,832880,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,254100,832880,0
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,298653,832880,1
298974,298904,298812,298830,298736,298973,298785,298937,298733,298986,298994,298895,298911,299055,298657,298629,298826,299056,298767,298731,298685,298924,298929,298659,298922,299090,298781,298970,298853,298678,298908,298668,299101,298730,298640,298941,298750,298779,298873,298992,298967,298710,299016,298927,298998,298762,299085,298619,299031,298896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,299087,832880,1
